sentence1;sentence2;similarity_score
Little message sur fb,),,;Petit message sur fb,),;2.92465615272522
Ah bon?!  ;C'est bon ?;2.7247769832611084
 'C qd la fe%R?' ;'C qd le fe%R?';2.6354119777679443
qui vient y'a une d'arriver nana Graaaaave! Moi;Qui vient chercher une fille, Graaaave !;1.9908440113067627
Je sa is ps car pr le m oment mon empl oi du tps n ' est ps dÃƒÆ’Ã‚Â©fin itif;Je suis ps ps, parce qu'avant le moment oÃƒÂ¹ mon emploi des tps est ps defini ty;2.722358226776123
Hahahahaha je pense oui la jsu is as sise sur mon ca napee j transpire hah ha;Hahahahahahaha Je pense que oui le jsu est assis sur ma napÃƒÂ©e j sueur hah ha;2.246644258499145
BonjourAnon les bons tuyaux ! Tu vas bien? Tu bosses ? Mardi ca fera 14 ans que nous sommes ensemble avecAnon. Je voudrais lemmener dans un restau sympa. Tu me conseillerais koi ? Merci.  Bz,,,;J'aimerais l'emmener dans un bon restaurant.;2.0765366554260254
est oue nos mais bon cpg pour tkt et toi les alors?';Est-ce que c'est le nÃƒÂ´tre mais bon cpg pour toi et Tkt alors?;1.9861243963241575
J'etais obliger d'arreter l'equitation,,,;J'ai ÃƒÂ©tÃƒÂ© forcÃƒÂ© d'arrÃƒÂªter l'ÃƒÂ©quitation,;3.863133668899536
J'attends ÃƒÆ’Ã‚Â  fucking bureau pr ma gomette. SaoulÃƒÆ’Ã‚Â©e!!;J'attends de baiser le bureau pour ma gomette.;2.6826298236846924
J'suis ps Psk bien sure d'le faire mais pq ps!;Je suis Psk Psk sÃƒÂ»r de le faire mais Pq Ps !;1.9067535400390625
holic LA PATATERIE!;HÃƒÂ©licoptÃƒÂ¨re !;2.300293207168579
ps tro Chelou seule ?;Pstro Chelou seul ?;2.80250096321106
Okkk trouvÃƒÆ’Ã‚Â© dautre nouveautÃƒÆ’Ã‚Â©s ?;Okkk a trouvÃƒÂ© d'autres nouveautÃƒÂ©s ?;1.9290847778320312
Ze tes ou? Nou au c inÃƒÆ’Ã‚Â©;Ze tes ou? Nou au cinÃƒÆ’Ã‚Â©;2.517844915390014
enfoirÃƒÆ’Ã‚Â©e va te fa ire fo utre;Fils de pute va te faire te sentir mieux.;2.640425443649292
Je suis arrivee a  nimes. Pense aux blancs d'oeufs dans le frigo. Voilou. On s'appelle dans la semaine gros Poutou Poutou ;Pensez aux blancs d'Ã…â€œufs dans le frigo.;2.258101463317871
Tout le coll ege est au courant queAnon a  passe le week end chez toi car il s est enrhum e. Ah ah ah,,,;Tout le col ege sait qu'Anon a passÃƒÂ© le week-end chez toi parce qu'il ÃƒÂ©tait au milieu.;2.2288944721221924
ct fermer Dac dc g escaladÃƒÆ’Ã‚Â©;ct fermer Dac dc g escaladÃƒÂ©;2.484769821166992
Ouai Je sais ;Oui, je sais.;3.050718069076538
Oh trop mignon mon bbÃƒÆ’Ã‚Â© jsuis au travaiiiil;Oh, si mignon, mon bÃƒÂ©bÃƒÂ© je suis au travail.;1.993859887123108
Jv donn er l ' i dÃƒÆ’Ã‚Â©e ÃƒÆ’Ã‚Â  mes paren ts;Jv donne le je ded ÃƒÂ  mes paren ts;2.924548625946045
on plus Tu fais faire ps ce belote etre la une ! a en soir chier va;C'est ÃƒÂ  toi que revient ce pari d'ÃƒÂªtre celui de la premiÃƒÂ¨re page !;2.142195701599121
T'sais il fait pas le mec gentil gratuitement j'pense ;Tu sais qu'il ne fait pas le gentil gars gratuitement je pense;3.8017213344573975
jÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ai envie de Oklm chier;Je veux de la merde d'Oklm;2.865386724472046
Je mourrais avant d'avoir tt frangine fait c sur';Je mourrais avant d'avoir un frÃƒÂ¨re.;2.274219751358032
Mdr geenre tu gagne  ,,,;M. Geenre, vous gagnez,;2.5066404342651367
bin la au g Non ps mais LOL g Ok rÃƒÆ’Ã‚Â©glÃƒÆ’Ã‚Â© moins! fac d'appart ! a mes inscriptions encore cool;bin la aug Pas de ps mais LOL g Ok installÃƒÂ© moins! fac d'appart! a mes inscriptions encore cool;1.9303398132324217
en fait plus personne ne vient..  !???;En fait, personne ne vient..!???;2.482407808303833
il allez debout!!! tu yen a pas ki que chaume en ps';Il monte !!! tu n'es pas qu'une pute de ps!;2.4629454612731934
Ok si tu l as au telefone tu peu lui demander;Ok, si tu l'as au tÃƒÂ©lÃƒÂ©fone, tu peux lui demander.;1.9130592346191408
rentrer ! tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢allais me fais dedans Putain gaffe;Rentrez chez vous, vous alliez me faire entrer dans cette putain de balance !;2.309242010116577
sa fa it de ux ans que c 6 h et av ant ct 4;Cela fait longtemps que 6 h et 4 h.;2.44882869720459
ps la?? Mdr tjs;C'est pas vrai.;2.710444211959839
Dac merci,-),,;Je vous remercie,-),;3.497971534729004
Ou ai je lai fait g r ien p erdu;Ou je l'ai bien fait.;2.5451653003692627
Tu l'as vu toi oo pasencore? ;Vous l'avez revu ?;2.3942525386810303
Oh. Gooood;Oh, bien, bien, bien, bien.;3.482627868652344
Dit moi , pourquoi tu n'as pas vouluemmener Anon avec toi ce week-end ?!?Il aurait put voir ta mereet ta seur ... !!! ;Dis-moi, pourquoi n'as-tu pas emmenÃƒÂ© Anon avec toi ce week-end ?!?Il aurait pu voir ta mÃƒÂ¨re et ta sÃ…â€œur... !!!;1.8678058385849
Bonjour, je ne sais pas ki de vous deux viendra mais pouvez vous arriverentre  8h30et 8h45 demain? Mon fils vous ouvrira la porte avant d'aller a  lecole. Merci! ;Bonjour, je ne sais pas ce que vous venez tous les deux mais pouvez-vous venir entre 8h30 et 8h45 demain? Mon fils ouvrira la porte avant d'aller ÃƒÂ  l'ÃƒÂ©cole. Merci!;1.8968594074249268
"""mais c ' est est il quoi la une reponse pr la la tangente?""";-- Mais quelle est la seule rÃƒÂ©ponse ÃƒÂ  la tangente?;2.0265421867370605
Ma petite Anon ... Crois tu que les soient la pour les belles histoires .. Voila qu'on me dit qu'il m'a trompe, qu'il flirte ... Crois moi que je ne sais quiet croire;Mon petit Anon... tu penses qu'ils sont lÃƒÂ  pour les belles histoires... ici ils me disent qu'il m'a trompÃƒÂ©, qu'il flirte... crois-moi que je ne sais pas quoi croire.;2.2950406074523926
Donc vousetiez hier apres midiet soir que toutes les quatre ?et a la parti a la demo ilsetaient combien ;Donc vous ÃƒÂ©tiez hier aprÃƒÂ¨s midi et la nuit que les quatre et la fÃƒÂªte ÃƒÂ  la dÃƒÂ©mo ?ils ÃƒÂ©taient combien;2.663689136505127
Bin elle a evolue pa kom toi peu etr mais bn apar son comportemet en soiree c la meme, et ce comportement il est ibfluence par c pot jpense,,,;Elle a dÃƒÂ©veloppÃƒÂ© un peu de vous, mais par sa descendance le soir, et ce comportement est ibfluence par c pot jpense,;2.4380247592926025
Chai pa pk ;Chai pa pk;3.788408756256104
Merci je sais . Je t aurai dit Ojd, c'est mardi prochain. Je t'aime ;Merci, je te le dirai, Ojd, c'est mardi prochain, je t'aime.;2.050126552581787
Merci pa d soucis j lui dirai dmin ilesten deplacement gros bisous a  vous 3 ;Merci pas de soucis je vais lui dire dmin ilesten se dÃƒÂ©plaÃƒÂ§ant gros baisers ÃƒÂ  vous 3;3.84419322013855
Je pe pa g plu de credit la c drnier sms je pe ke 17-19h;Je ne sais pas, je ne sais pas, je ne sais pas.;2.555592536926269
S inon t ps m ort??;Est-ce que c'est le cas ?;2.6421382427215576
Sinon ca va tjr ? lol,,,;Sinon, ÃƒÂ§a va ?;2.6373181343078613
C'est vrai que c'est;C'est vrai que c'est;3.850527286529541
iode sais que c completement idiotet debile! D ou le fait que je t ai parle de cette theorie de merde rien qu a toi,-) mais ca aeu le merite de relancer un nveau sujet,,;Iodine sait que c est complÃƒÂ¨tement stupide et dÃƒÂ©bile! D ou le fait que je vous ai parlÃƒÂ© de cette merde juste pour vous,-) mais il avait le mÃƒÂ©rite de revivre un nouveau sujet,;2.368877410888672
toi toi choisi chef ki Ok est ! c owwww le ba c;Vous choisissez le leader que Ok est! c owwww le ba c;3.893282175064087
Comme les potimarons quoi,,,;Comme les potimarons quoi,;2.512460947036743
Anon Bassi madza tsi Houwou na y trovi na y batata lol ;Anon Bassi madza tsi Houwou na y tovi na y batata lol;2.1459264755249023
Anon Ptdrrrrr merci jei terminei le pon ilei fantom michael jackson assi tsaha a remei concer bei tsi vedzei madza a dechei ptdrrrr ;Anon Ptdrrrrr merci jei finishi le pon ilei fantom michael jackson asi tsaha a remei concer bei tsi vedzei madza a dechei ptdrrrrrr;2.9753341674804688
Bon c'est bon j'ai compris j'reviendrai a  la charge demain!  fait pas trop le foufou sur lol jusqu'a  pas d'heure toi  ,,,;D'accord, j'ai compris, je reviens demain !;1.8366718292236328
Tg connard ;Tg trou du cul;2.7706849575042725
fin attend la rep avant de;fin attend le reprÃƒÂ©sentant avant;3.853365182876587
Lol c clair,,,;C'est clair.;3.068148612976074
Tour du rond point ?? ;Un rond-point ?;2.9100594520568848
espece bancaire ou la Je pren carte;l'espÃƒÂ¨ce bancaire ou le je prends la carte;2.7778849601745605
J'aurai bien aimer faire autre chose Lool mais on doit avancer ! tous mes exam arrivent dans 15 jrs ! Ffff !,,,;J'aimerais faire autre chose Lool mais nous devons passer ÃƒÂ  autre chose! Tous mes examens arrivent en 15 jrs! Ffff!,;1.9700416326522827
tkt Meuf ps;Tkt Meuf ps;3.4121272563934326
Lundi mwa jsui du Svp soir.;Lundi mwa jsui de la soirÃƒÂ©e Svp.;1.85110342502594
si tu v eux ps ve nir me c hercher laisse b etom pr moi;Si vous les voyez ps ve nir me c hercher laisse b etom pre me;2.511796712875366
Certes, maisencore ?? Lol ;Bien sÃƒÂ»r, mais toujours ?? Lol;2.9546024799346924
Mais aller !!!!!;Mais partez !!!!!;4.240928649902344
Mdr' et tu me repond en te branlant !?  tu fait quoi serieusement ?,,,;Mdr' et vous me rÃƒÂ©pondez en se branlant !? Que faites-vous sÃƒÂ©rieusement?,;1.965436339378357
Je suis allee la chercher  !!;Je suis allÃƒÂ© la chercher !!;1.864822506904602
Au fait tu t decide pr le ciep ou pas encore?,,,;Au fait, est-ce que tu dÃƒÂ©cides avant le ciep ou pas encore ?;2.243222951889038
Oui c'est sur !,,,;Oui, c'est sÃƒÂ»r !,;2.427372694015503
Mdr ca me va si c'est toi qui m'embete ;Mdr ÃƒÂ§a me va si c'est toi qui m'embrouille;2.573536157608032
Je suis taille de MDF. Mes rÃƒÆ’Ã‚Â©ves..! ;J'ai la taille du MDF, mes rÃƒÂªves !;2.9064979553222656
Ben ns on a rrive ve rs 11h norma lement.;Ãƒâ€¡a fait 11 heures qu'on rive.;2.3203742504119877
Coool ! J'ai pas encore fini la,,,;Cool, je n'ai pas encore fini ici,;2.744245767593384
Arf non ca t'fait bcp de trajet et puis ce soir j'veux ps trop me coucher;Arf non ÃƒÂ§a fait de toi un bcp de voyage et puis ce soir je veux aller trop au lit;3.8897998332977295
Ben ouais mais y a des limites quand meme lol!,,,;Oui, mais il y a des limites quand mÃƒÂªme Lol !,;2.3363800048828125
si coucou!!! que ps du trop du manger pour la poussiere et hier?';si coucou!!! qui ps trop de nourriture pour la poussiÃƒÂ¨re et hier?';1.8084102869033811
19h20 ou 21h55Par contre si tu veux on peut se voir mercredi.biz,,,;19:20 ou 21:55 Mais si vous voulez, nous pouvons nous voir mercredi.biz,;2.627869129180908
 'Heu. .. Laicae 49mbÃƒÆ’Ã‚Â© lol et toi?' ;"""Heu. .. Laicae 49mbÃƒÆ’Ã‚Â© lol et toi ?""";2.227535486221313
fait fdp. ce lÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢a quÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢il JÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢crois exprÃƒÆ’Ã‚Â¨s;Je crois que c'est des expres.;2.686412811279297
Alors on le met mercredi ou on l'envoie par la poste quand on sera surs? Tu peux venir quand tu veux sinon ;Donc on le met mercredi ou on le poste quand on est sÃƒÂ»r ?;2.061593770980835
cable mettre je voulais frigo ms le ondes court est nettoyÃƒÆ’Ã‚Â© G trop micro le le sur le;cÃƒÂ¢ble mis je voulais frigo ms les ondes courtes est nettoyÃƒÂ© G trop micro il sur le;3.673364400863648
dommage ms cool!;Je suis dÃƒÂ©solÃƒÂ©, je suis cool.;1.994210720062256
Yep. ÃƒÆ’Ã¢â€šÂ¬ pr iori tjs bon pr moi. Bo nne am. Biz;Oui, c'est bien pour moi, Bo nne am. Biz.;2.714495182037353
haaaa ! mince suis ps Ok lÃƒÆ’Ã‚Â  lol;Haaaa! mince suivre ps Ok lÃƒÆ’ lÃƒÆ’ lÃƒÆ’ lol;2.50461483001709
t ' me m ank bcp;' m m m ak bcp;3.153759241104126
pr qd? Ta des couverts??;Quel est votre coutellerie ?;2.2950692176818848
Mais je dois te laiseer je vois ma gd mere a l hosto. A tte!,,,;Mais je dois te laisser voir ma mÃƒÂ¨re ÃƒÂ  l'hosto.;2.4754574298858643
En fait Je suisenerve dÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢oÃƒÆ’Ã‚Â¹ j sais pas. Quel h toi? Je t'aime;En fait, je suis nerveux ÃƒÂ  propos d'oÃƒÂ¹ je ne sais pas.;2.2660815715789795
"Elististe sa veut dire que ben ce mot sa fe comme si on fes e partit de l'elite ... Ui ve direct mais tu sera fixer puos il y a dotre solition mais ""radicale"" tu peut te rapprocher de him par texto, facebook ...,,,";"Elististe son veut dire que bien ce mot son fe comme si nous fes e partit de l'ÃƒÂ©lite ... Ui ve direct mais vous allez rÃƒÂ©parer puos il y a dotre solition mais ""radicale"" vous pouvez vous rapprocher de Lui par le texte, facebook ...,";2.036503791809082
C nike ca...  ,,,;Cnike ca... , ,;2.794388055801392
Couraaage! Je suis la mentallement  ;Couraaage, c'est moi l'esprit.;2.1240334510803223
! Ah comptes sur montpel ps venir Tu ou d'acc' ?;Tu t'attends ÃƒÂ  ce que Montpel vienne ?;2.210822582244873
"""les mais la l ' etat Ã¢â‚¬Â¦ de mes je yeux est et ne vraiment les crainios Ã¢â‚¬Â¦""";"""l'ÃƒÂ©tat de mes yeux est et fait vraiment les crinios...""";2.1051416397094727
C peut ÃƒÆ’Ã‚Âªtre juste une Frangin entorse;C'est peut-ÃƒÂªtre juste une frangine entorse.;2.5464510917663574
hahaha la t es la con ti ou tu quoi?!';Hahaha les t sont le coupable ou quoi?!';1.7840806245803833
mdr va nptq pr l'amdr!;Mdr va ÃƒÂ  Nptq prÃƒÂ¨s de l'amdr !;1.733816146850586
Dis a  Pap d'allumer son tel!,,,;Dis ÃƒÂ  Pap de s'allumer tout seul !;2.5330851078033447
attend la fin avant de;attend la fin avant;3.136125326156616
Pffffff je suis tjrsla bas C'est a perpette;C'est une perpÃƒÂ©tuation.;2.2207391262054443
Ouais euh il arrive dans 9min le tram, donc non.,,,;Il vient dans neuf minutes dans le tramway, donc non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non.;3.895673036575317
Hahaha tu t bien tenu malgrÃƒÆ’Ã‚Â© l'alcool? ;Hahaha, tu tiens bien malgrÃƒÂ© l'alcool ?;1.9400337934494016
sa IDK fait deux ans que c 6 h et avant ct 4;son IDK pendant deux ans qu'ÃƒÂ  6 heures et avant ct 4;3.7848541736602783
Enfin la  aucun rapport avec toi c'parce que j'ai mal,,,;Je veux dire, rien ÃƒÂ  voir avec toi n'est parce que je suis blessÃƒÂ©,;2.218801259994507
Juste auj! Tu vas al lÃƒÆ’Ã‚Â© v oir qu oi?;Tu vas voir quoi d'autre ?;2.420969724655152
Sinon t ps;Sinon t ps;4.201228141784668
Il me manque mon petit garcon qui voulait des calinouuu pupici ia hamimida,,,;Mon petit garÃƒÂ§on qui voulait calinouuu pupici ia hamimida me manque,;2.2576053142547607
ArghAnon c'est la cata ! Je viens de capter qu'il me manquait deux cours de Anon. Pas celui de la semaine derniere mais les deux autres. Il y aurait moyen que tu me les files ? Ou juste les prendre en photo sinon ? Gros bisous et courage pour tes partiels,,,;Arghanon est la cata! Je viens d'apprendre que j'avais manquÃƒÂ© deux cours d'Anon. Pas la semaine derniÃƒÂ¨re mais les deux autres. Il y a un moyen de me les donner? Ou juste prendre une photo d'eux autrement? Gros baisers et courage pour vos partiels,;2.3834569454193115
Moi aussi mon amoureux..et tu me manques..,,,;Moi aussi, mon amant, et tu me manques,;2.3551185131073
Je taten pour mang e si tu ve bisou,,,;Je m'occupe de la mang e si tu m'embrasses,;2.5988519191741943
A ce point statistiques ??;Ãƒâ‚¬ ce stade statistique ??;2.704497814178467
Ds tt les ca bisou bne nuit dor bien! . Muak,,,;C'est une bonne nuit de sommeil, Muak,;2.71854567527771
J'ai prepare plein de question pour l ordi mais ya un truc . C'est quoi des bonne marque d ordi?,,,;J'ai prÃƒÂ©parÃƒÂ© beaucoup de questions pour l'ordinateur, mais il y a une chose.;2.3755624294281006
Si voy a salir en un ratito... Y vos? Besitos,,,;Si tu veux te salir dans un ratito...;2.769534111022949
Et cette petite phrase avant d'aller me coucher: l'ouverture pas une fracture du crane. Bonne nuitee,Anon;Et cette petite phrase avant que je me couche : l'ouverture n'est pas une fracture du crÃƒÂ¢ne.;1.9558608531951904
Moi je viens de nicker;Je viens d'avoir un coup de pied.;2.6399824619293213
Ahahah ! Vous allez oa1 ? T'as pas fini de les voir grandir ! ;Tu n'as pas fini de les regarder grandir !;2.498764991760254
N oubli pa de moucherAnon avk produits. Biz,,,;N oblivion pa de flyAnon avk produit. Biz,;2.4403696060180664
Oui oui..et moi je suis championne regionale de karate pour unijambiste !! (me demande pas pourquoi j'ai trouve cetexemple Ptdr) ;Oui, oui, et je suis un champion rÃƒÂ©gional de karatÃƒÂ© pour un jambiste!! (Je ne me demande pas pourquoi j'ai trouvÃƒÂ© cet exemple Ptdr);1.8352843523025515
Allez c'est bon tu ma bye !!;Allez, c'est bon, tu es mon au revoir !!;1.8105117082595823
T'es au lycee?,,,;Vous ÃƒÂªtes au lycÃƒÂ©e ?;2.548003673553467
en tu me montrera dans tt et ca.. car sans la brancher en jvois ps';en vous me montrerez en tt et ÃƒÂ§a.. parce que sans le brancher dans jvois ps';3.5672383308410645
T serieux la ? Enfin je sais pas trop comment le prendre . Psk c'est bien ske j te dis, enfin je pense. Je t'aime,,,;Je ne sais pas comment le prendre.;2.49370551109314
Ben la je suis d ans le vieux nice aux distilleries si tu v eux ve nir bo ire une bino uze b aby!;Je suis le vieux chouchou des distilleries si tu cherches un bino-uze b aby !;1.9152188301086424
Mais il fau troooop qu'il m'en achete une ! OO';Mais il n'en achÃƒÂ¨te pas pour moi !;1.9235566854476929
Mes parents ne peuvent faire ni l'aller ni le retour ce soir.,,,;Mes parents ne peuvent pas le faire ou revenir ce soir,;2.813706636428833
We merci! Toi aussi!(ici pizza) bsx! ;Merci, toi aussi ! (ici pizza) bsx !;2.1910202503204346
Demain je te rejoin au club a  14het n'oublie pas le permis a  Anonet tes papier que je doit donner grufgruf haha ;Demain, je te retrouve au club ÃƒÂ  14 h. N'oublie pas le permis d'Anone et ton journal que je dois donner au grufgruf haha.;1.9262325763702397
Lol   ;Lol;5.0
HIPPIE. Bon sale anniversaire;Joyeux anniversaire.;3.153414726257324
On devait pas s.appele apres le passage de miss france ? ;Ne devrions-nous pas ÃƒÂªtre appelÃƒÂ©s aprÃƒÂ¨s Mlle France ?;1.9263957738876345
Ojd j'ai lunette;Ojd J'ai une lunette;3.796688079833984
Tu fais le cours despagnol le mardi a  6h15? La profest super sympa! ;Tu fais le cours d'espagnol mardi ÃƒÂ  6h15 ?;2.016732692718506
Je le saiset Tqt pas. C'est juste des mots cle comme Ojd oo moment cle comme le 1janvie qui declenche . Mais ca va Psk dans un film quand Je vois J'y pense mais ooblie. Par contre quand on insiste comme Ojd beh voila . J'y poserai que Je veuille oo non. Je me dirai aussi des choses positives, mais ca reviendra toojoors le temps d une soiree.  Je t'aime ;Je ne connais pas Tqt. C'est juste des mots comme Ojd oo cle moment comme le 1janvie qui dÃƒÂ©clenche. Mais il va Psk dans un film quand je vois que j'y pense mais ooblie. D'autre part quand vous insistez comme Ojd beh voila. Je vais demander que je veux oo non. Je dirai aussi des choses positives, mais il reviendra tropjoins le moment d'une soirÃƒÂ©e. Je t'aime.;2.388761043548584
"Euh non rien de +.et oui sympaentre les gribouillageset les trous  "" ";"Uh non rien +. et oui agrÃƒÂ©able entre les courbures et les trous """;2.0962443351745605
Onest d'accord ;Nous sommes d'accord.;3.573054313659668
Je travaille encore ce soir etAnon aussi,,,;Je travaille encore ce soir et Anon aussi,;2.5908210277557373
Oui je pense que ct surtout pour rassurer sonego ! ;Oui, je pense que c'est surtout pour rassurer Sonego !;2.134967803955078
?? 10 aussi Je t'aime;?? 10 aussi Je t'aime;3.273767471313477
Nn elle Ok est ici;Nn son Ok est ici;2.667902708053589
ÃƒÆ’Ã‚Â§a sert vraiment plus ÃƒÆ’Ã‚Â  rien qu'on S'appel le soir puisqu'ÃƒÆ’Ã‚Â  chaque fois sa Svp finis tjrsmal.;Il sert vraiment plus pour rien qu'il est appelÃƒÂ© dans la soirÃƒÂ©e depuis chaque fois que son Svp tjrsmal fini.;2.172323226928711
Moui.... L'anglais!?,,,;Oui... anglais!?,;2.549207925796509
Ca doit pas etre facile...  Mais n'oublie pas que plein de gens t'aiment en t'apprecient aussi..,,,;Ãƒâ€¡a ne peut pas ÃƒÂªtre facile... mais n'oublie pas que beaucoup de gens comme toi aussi,;2.1007449626922607
c'est mort je suis trop posee,,,;C'est mort, je suis trop couchÃƒÂ©.;2.366028070449829
Bah je regarde pas mais je sens passer ... Mdrrr,,,;Je ne regarde pas, mais j'ai l'impression de passer...;2.300624132156372
T'as qu'ÃƒÆ’Ã‚Â  me trouver quelqu'un si Jtm tu veux que jme taise plus vite lol;Tu dois me trouver quelqu'un si Jtm tu veux que je te taise plus vite;2.10190749168396
C'est pas trop tot  ca coute rien de repondreen plus. Bon la ilesten cours ;Ce n'est pas trop de payer pour quelque chose de plus.;2.152968645095825
tlm receptor va b1';Le rÃƒÂ©cepteur tlm passe b1';2.4801013469696045
ps mort?? Sinon t;Ps mort?? Sinon t;2.5573315620422363
Non ltb il est tjrs entrain de traiter les filles poufiasses.;Il ne traite pas les pufiasses.;2.1910674571990967
Coucou! Oui!! C'est moi!! Hihi!!=DD Je l'ai recu lundi! Je suis trop contente! ;Bonjour! Oui!! C'est moi!! Hihi!!=JJJ l'ai eu lundi! Je suis trop heureux!;2.0777382850646973
A merde!,,,;Qu'est-ce qu'il y a ?;2.7757833003997803
bon kitch de c'est jours mais la tt ÃƒÆ’Ã‚Âªtre peut et que va d'autres bien si;bon kitch de il est des jours mais le tt peut ÃƒÂªtre et qui va bien d'autres si;3.853313446044922
Moi non  du tout ;Je ne suis pas du tout.;3.2812821865081787
Tkt y aura le pere noa<<l, jespere que ty aenvoye ta lettre ;Tkt sera pÃƒÂ¨re noa, Ispere qui a envoyÃƒÂ© ta lettre;3.882460355758667
Je taten bebe,,,;Je suis taten bebe,;2.783543109893799
C'est fini,,,;C'est fini.;2.888002157211304
Faudrait demander a le faire pour le jeudi comme ca on aura l'aprem,,,;Tu devrais le demander le jeudi, donc on aura l'aprem,;2.50018048286438
a accouche a midi. Onest alles les voir. Champagne, macarons, fleurs, aEUR| Sympa !;Champagne, macarons, fleurs, jolies !;2.739478349685669
Yo jsuis dans le Re train qu'est ce que tu me veux connard ?;Yo, je suis dans le train Re que voulez-vous de moi ?;2.270408391952514
Oui ! Bon je suis desole je te laisse je vais dodo Bonne nuit ! Et encore une fois je t'aime,,,;Je suis dÃƒÂ©solÃƒÂ© d'aller coucher avec toi, et je t'aime encore,;2.1206538677215576
Onest la!!;Nous sommes lÃƒÂ  !;3.980987310409546
on temps est tu deux tkt pas ah tu pis du ping pong pas sa fais le longtemps!';ÃƒÂ  l'heure est vous deux tkt pas ah vous pissez ping pong ne le fait pas longtemps!';2.050462245941162
Ok no sooci  !???;Ok pas de souci!??????;2.640162706375122
et lol g telecharge par le truc';et lol g tÃƒÂ©lÃƒÂ©chargent par la chose';2.750567674636841
Lol )),)),,;Lol ),)),;3.3427541255950928
moral Tu si ps suis soeurette remonteuse va je textos ca de me ta super;Le moral que tu as pour que ma soeur sorte avec moi, je l'envoie ÃƒÂ  ton grand.;2.118680715560913
Jlui ai toutexplique tkt ;Je lui ai tout expliquÃƒÂ©.;2.5163795948028564
Tu est avec qui ?,,,;Avec qui es-tu ?;2.714254856109619
Tu les fait ou d'habitude ? Pas cher y'a liddl mais on trouvera jamais de quoi faire une fondue, sinon moi d'habitude je les fait a simply market apr es occitanie. T'as une idee ? Vu qu'on a pas de voiture..,,,;Vous le faites ou vous le faites habituellement? C'est bon marchÃƒÂ© mais nous ne trouverons jamais quelque chose ÃƒÂ  faire une fondue, sinon je le fais habituellement un marchÃƒÂ© simple aprÃƒÂ¨s l'occitanie.;2.3087317943573
c Ok ki chef ba est owwww toi le toi choisi c !;c Ok ce chef ba est owwww vous les ÃƒÂ©lus vous c!;1.8882362842559812
Comprend ri en T ps lo unge T a c ote?;Y compris T ps lo unge T a cote?;2.3050010204315186
Ouai ca se passe bien...apparemment ils s'en sortent bien...,,,;Oui, ÃƒÂ§a se passe bien... apparemment ils se dÃƒÂ©brouillent bien...;2.2715067863464355
Tu reves, moi j'en fais a  ceux pr qui j'le sens, bizarrement c'est jamais les un peu p'tits mecs haha..Bisous, dors bien ;Tu vois, je fais ÃƒÂ§a aux gens que je peux sentir, bizarrement ce n'est jamais les petits gars haha... baisers, dormir bien;2.100761651992798
un stp? moyen Ya que mramene staps agenda tu;une moyenne de stp Ya que mramÃƒÂ¨ne staps calendrier vous;3.886225461959839
moi purre est en amour plus mdrrrr je sui vais pour me taper est la plus grosse honte mdrrrrrr';Me purre est amoureux plus mdrrrrr Je suis allÃƒÂ© me battre est la plus grande honte mdrrrrrrrr';2.4201271533966064
C'est bienAnonet moi je croisen toiet je sais que tu peux faire des trucs de fou!!!! Alors courage!!! ;C'est bienAnone et moi vous croisons et je sais que vous pouvez faire des trucs fous!!!! Alors courage!!!;1.978392243385315
Ah d'acc' ! Tu yo comptes venir sur montpel ou ps ?;Vous comptez venir ÃƒÂ  Montpel ou Ps ?;2.3310775756835938
J'y serais peutetre aussi ! Juste j'ai un truc sur montpellier le 31 ;Je pourrais ÃƒÂªtre lÃƒÂ  aussi, mais j'ai quelque chose sur Montpellier le 31.;1.8460893630981443
La prise et casser;Prenez et cassez-vous.;3.0647192001342773
On est serieuses nous,,,;Nous sommes sÃƒÂ©rieux,;3.0059502124786377
Oui  des gens qui se suicident parce que la france a perdu tu penses?,,,;Oui, des gens qui se suicident parce que la france vous a perdu, pensez-vous ?,;2.2011148929595947
Nan elle aime bi en assister ÃƒÆ’Ã‚Â  des embouc anes c ette cat in.;Non, elle aime regarder un tas de chats.;2.455784559249878
Anon Mdrrr hum wam tsa kia,,,;Anon Mdrr hum wam tsa kia,;3.434941053390503
ok ou jsuis il fatigue pour jtourne bien au cachet de terre taurine qui hahah';D'accord, ou je suis fatiguÃƒÂ© pour un timbre taurine de terre que hahah's.;2.0100486278533936
Je suis bien arrivee!Bisoux ;Je suis en route !;2.7517457008361816
